Time,AirExchangeRate,AttenuationGroundwater,ConstAe,EntryRate,ExitRate,IndoorConcentration,IndoorOutdoorPressure,Pathway,logIndoorConcentration,logAttenuationGroundwater
3.1034198017210253,0.4892293513750606,4.73814255065224e-05,No,368221.0855564681,368221.58311629976,2508.8545354126964,-0.299324683,Yes,3.3994754814425554,-4.324391877334157
3.2107279447112815,0.4867402066714998,4.75084478672904e-05,No,367330.2277569217,367330.2358255719,2515.580391009164,-0.299324683,Yes,3.400638200737021,-4.323229158039692
3.4253442306917967,0.4825281594725989,4.776762738463266e-05,No,366138.1199765318,366138.1197866746,2529.3039905129544,-0.299324683,Yes,3.4030010292132675,-4.3208663295634455
3.8545768026528258,0.473487052433835,4.8485214474713204e-05,No,364675.042477104,364675.0424771047,2567.3003489225243,-0.299324683,Yes,3.409476679832062,-4.31439067894465
4.075888574447864,0.4657465833365804,4.9284685325292654e-05,No,364628.19209348474,364628.22149291716,2609.6324663707505,-0.30016148424537986,Yes,3.416579346776349,-4.307288012000363
4.232752853260962,0.4551501603125023,5.0979162768560296e-05,No,368582.36533249135,368583.604046926,2699.3553350529387,-0.30679241740328483,Yes,3.4312600575447187,-4.292607301231994
4.3896171320740605,0.44144394776767176,5.366194871988826e-05,No,376592.7503063813,376296.8825447895,2841.409307249365,-0.3191186364826472,Yes,3.4535337986915957,-4.270333560085117
4.546481410887159,0.4269477188996468,5.711008196904218e-05,No,387784.1265904117,387325.50388902257,3023.9885489747176,-0.3360396701736877,Yes,3.4805801422767524,-4.243287216499961
4.860209968513357,0.4048643049842458,6.490629169191009e-05,No,417475.3686492114,417431.19331185357,3436.7991791562263,-0.37926429615168544,Yes,3.536154155956731,-4.187713202819982
5.142565670376935,0.4083937534718884,7.055002570845168e-05,No,457334.77277229493,457683.10449972464,3735.6358547668874,-0.4352680693215511,Yes,3.5723645351241546,-4.151502823652558
5.325204652046862,0.43125734906620544,7.428734266541277e-05,No,508739.44644024345,508908.7826743136,3933.5274229818583,-0.5060263011229659,Yes,3.594782182243343,-4.129085176533369
5.5078436337167895,0.462396393427809,7.80820125027295e-05,No,571581.5910235775,573527.2402005674,4134.455835961653,-0.589353133886099,Yes,3.6164183571797968,-4.107449001596915
5.690482615386717,0.4931640915852212,8.105408080432921e-05,No,635037.7233453054,634972.5420424914,4291.827357782968,-0.6667045088502479,Yes,3.6326422437994594,-4.091225114977253
5.873121597056646,0.5149136485669652,8.249122908689059e-05,No,683643.6939175003,674731.1983007651,4367.9246036598015,-0.7195363672547113,Yes,3.640275133245878,-4.083592225530834
6.0061967307834045,0.5201401075666031,8.384262404770906e-05,No,688002.957335569,692745.6681375054,4439.481196572282,-0.7319569546896716,Yes,3.6473322208735057,-4.076535137903207
6.125964351137488,0.519225963142382,8.244514476701451e-05,No,678791.6840344243,680001.8574944265,4365.484431088028,-0.7153168770690633,Yes,3.6400324437059344,-4.083834915070778
6.212250252782211,0.5177036214946497,8.012233792994591e-05,No,658899.6401127272,658905.9507855385,4242.4914141880845,-0.6868901376016073,Yes,3.627620972079988,-4.096246386696725
