AirExchangeRate,AttenuationGroundwater,AttenuationSubslab,Peclet,Contaminated,SubslabConcentration,RelativeAirEntryRate,EntryRate,Gravel,Pathway,IndoorConcentration,IndoorOutdoorPressure,logIndoorConcentration,logAttenuationSubslab,logAttenuationGroundwater,logSubslabConcentration
0.3,1.4014577463150726e-06,1.594280207562305e-05,-0.8451139925103456,Yes,0.0006115683833211662,-0.0022243670719348982,1.2199409390123441,Yes,Yes,74.20742591519996,2,1.8704473671742419,-4.797435345484923,-5.853419991602471,-3.2135549747052323
0.3,1.1813042300042478e-06,1.4830314832673322e-05,-1.2676709887655242,Yes,0.0005541675094498901,-0.003336550607902381,1.028301706134098,Yes,Yes,62.55025980044401,3,1.7962291178610121,-4.828849629238549,-5.927638240915701,-3.256358940264836
0.3,1.013279619582091e-06,1.3925769186086698e-05,-1.6902279850207065,Yes,0.0005062205675500596,-0.004448734143869852,0.8820396432538201,Yes,Yes,53.653328114407046,4,1.7295966664118059,-4.856180807353718,-5.994270692364907,-3.295660213598872
0.3,8.80137399086977e-07,1.3154105017260645e-05,-2.112784981275867,Yes,0.00046549909630756926,-0.005560917679837235,0.7661420031572338,Yes,Yes,46.60342490501328,5,1.6684178343443243,-4.880938695224615,-6.0554495244323885,-3.3320811577954568
0.5,9.971960281176379e-05,0.00013977867541812889,2.112784981275857,Yes,0.004963285879431853,0.005560917679837204,144.6731997593066,Yes,Yes,5280.169921215371,-5,3.7226478987949427,-3.8545590793388227,-4.00121945998177,-2.3042307092306316
0.5,7.902531153036197e-05,0.00011973130778946177,1.6902279850205857,Yes,0.004591854959609762,0.004448734143869519,114.64992196824923,Yes,Yes,4184.4036798356265,-4,3.621633575349709,-3.921792273800959,-4.102233783427004,-2.338011838213729
0.5,5.850135065845376e-05,9.879300877154472e-05,1.2676709887655062,Yes,0.004119735674429129,0.00333655060790235,84.87375953528462,Yes,Yes,3097.656462594738,-3,3.4910332518117464,-4.005273787794656,-4.232834106964966,-2.385130647757994
0.5,3.827152762808774e-05,7.627724432416423e-05,0.8451139925103481,Yes,0.003490683508569093,0.0022243670719349143,55.5243322828291,Yes,Yes,2026.4838940669424,-2,3.306743156439099,-4.117605005143955,-4.417124202337614,-2.457089525781343
0.5,1.8669452148862266e-05,5.024198107943777e-05,0.42255699625516857,Yes,0.0025852020381261845,0.0011121835359674383,27.085641177569343,Yes,Yes,988.550665089122,-1,2.9949989326327553,-4.298933244372268,-4.728868426143957,-2.587505510359373
0.5,1.0272390933324623e-06,1.0477201229751186e-05,-0.4225569962551765,Yes,0.0006821123693100148,-0.001112183535967463,1.4903184766067366,Yes,Yes,54.39248462259975,1,1.7355388976318449,-4.979754714757583,-5.988328461144868,-3.1661440749749694
0.5,8.408746477890397e-07,9.565681245373566e-06,-0.8451139925103499,Yes,0.0006115683833211803,-0.0022243670719349147,1.2199409390123384,Yes,Yes,44.52445554911976,2,1.6485986175578835,-5.019284095101291,-6.075268741218829,-3.213554974705222
0.5,7.08782538002585e-07,8.898188899605298e-06,-1.2676709887655058,Yes,0.0005541675094498373,-0.003336550607902344,1.0283017061341528,Yes,Yes,37.530155880268325,3,1.574380368244678,-5.050698378854841,-6.149486990532035,-3.256358940264877
0.5,6.079677717492626e-07,8.355461511652139e-06,-1.6902279850206532,Yes,0.000506220567550059,-0.004448734143869721,0.8820396432538313,Yes,Yes,32.191996868644644,4,1.507747916795455,-5.078029556970069,-6.216119441981258,-3.295660213598873
0.5,5.280824394521106e-07,7.892463010354024e-06,-2.112784981275904,Yes,0.00046549909630764217,-0.005560917679837344,0.7661420031571231,Yes,Yes,27.96205494300397,5,1.446569084727906,-5.102787444841102,-6.277298274048807,-3.332081157795389
0.7,7.122828772268827e-05,9.984191101294704e-05,2.1127849812759023,Yes,0.00496328587943195,0.005560917679837337,144.67319975930718,Yes,Yes,3771.549943725257,-5,3.5765198631167037,-4.00068711501707,-4.147347495660009,-2.304230709230623
0.7,5.6446651093115635e-05,8.552236270675627e-05,1.6902279850207105,Yes,0.004591854959609871,0.004448734143869856,114.64992196824936,Yes,Yes,2988.8597713111585,-4,3.4755055396714702,-4.0679203094792085,-4.248361819105242,-2.3380118382137183
0.7,4.178667904175257e-05,7.056643483681314e-05,1.2676709887655115,Yes,0.0041197356744293815,0.003336550607902361,84.87375953528448,Yes,Yes,2212.6117589962355,-3,3.3449052161335073,-4.151401823472922,-4.378962142643205,-2.3851306477579675
0.7,2.733680544863417e-05,5.448374594583429e-05,0.845113992510352,Yes,0.003490683508568929,0.002224367071934914,55.52433228282929,Yes,Yes,1447.488495762105,-2,3.160615120760862,-4.263733040822171,-4.56325223801585,-2.4570895257813636
0.7,1.3335322963473055e-05,3.588712934245629e-05,0.4225569962551703,Yes,0.002585202038126133,0.0011121835359674443,27.08564117756942,Yes,Yes,706.107617920802,-1,2.8488708969545176,-4.445061280050497,-4.874996461822195,-2.587505510359382
0.7,7.337422095231937e-07,7.483715164108438e-06,-0.4225569962551664,Yes,0.0006821123693099795,-0.0011121835359674333,1.4903184766067508,Yes,Yes,38.85177473042872,1,1.5894108619536105,-5.125882750435794,-6.134456496823102,-3.1661440749749916
0.7,6.006247484207379e-07,6.832629460980979e-06,-0.8451139925103575,Yes,0.0006115683833211879,-0.0022243670719349342,1.2199409390123273,Yes,Yes,31.803182535085288,2,1.502470581879642,-5.165412130779538,-6.221396776897071,-3.213554974705217
0.7,5.062732414304005e-07,6.355849214003075e-06,-1.267670988765491,Yes,0.00055416750944988,-0.0033365506079023077,1.028301706134116,Yes,Yes,26.807254200190744,3,1.4282523325664251,-5.196826414533128,-6.295615026210288,-3.256358940264844
0.7,4.342626941066372e-07,5.968186794038266e-06,-1.6902279850206632,Yes,0.0005062205675499967,-0.004448734143869729,0.8820396432538741,Yes,Yes,22.994283477604434,4,1.3616198811172382,-5.224157592648233,-6.362247477659475,-3.2956602135989264
0.7,3.772017424657917e-07,5.637473578824256e-06,-2.1127849812759414,Yes,0.00046549909630764407,-0.00556091767983743,0.7661420031571171,Yes,Yes,19.972896387859887,5,1.300441049049666,-5.248915480519344,-6.423426309727047,-3.332081157795387
0.9,5.5399779339868725e-05,7.765481967673694e-05,2.1127849812758708,Yes,0.004963285879431935,0.005560917679837235,144.67319975930687,Yes,Yes,2933.427734008537,-5,3.4673753936916363,-4.109831584442136,-4.256491965085076,-2.3042307092306245
0.9,4.390295085020116e-05,6.651739321636543e-05,1.6902279850206885,Yes,0.004591854959609921,0.004448734143869801,114.64992196824943,Yes,Yes,2324.6687110197954,-4,3.3663610702464033,-4.177064778904279,-4.357506288530309,-2.338011838213714
0.9,3.2500750365807586e-05,5.488500487307962e-05,1.2676709887655122,Yes,0.004119735674429179,0.003336550607902357,84.87375953528456,Yes,Yes,1720.9202569970735,-3,3.2357607467084395,-4.260546292897968,-4.488106612068273,-2.3851306477579888
0.9,2.126195979338212e-05,4.23762468467598e-05,0.8451139925103608,Yes,0.0034906835085689435,0.002224367071934946,55.52433228282928,Yes,Yes,1125.8243855927478,-2,3.051470651335794,-4.372877510247241,-4.672396707440918,-2.457089525781362
0.9,1.0371917860479044e-05,2.7912211710799048e-05,0.42255699625516857,Yes,0.00258520203812616,0.0011121835359674383,27.08564117756936,Yes,Yes,549.1948139384017,-1,2.7397264275294497,-4.55420574947557,-4.984140931247263,-2.587505510359377
0.9,5.706883851847015e-07,5.820667349861905e-06,-0.4225569962551744,Yes,0.0006821123693099987,-0.001112183535967456,1.4903184766067388,Yes,Yes,30.218047012555413,1,1.4802663925285386,-5.2350272198608785,-6.243600966248174,-3.1661440749749796
0.9,4.6715258210504177e-07,5.31426735854139e-06,-0.8451139925102806,Yes,0.0006115683833211464,-0.0022243670719347343,1.219940939012386,Yes,Yes,24.735808638400922,2,1.393326112454596,-5.274556600204555,-6.330541246322117,-3.213554974705246
0.9,3.937680766680731e-07,4.943438277557475e-06,-1.2676709887655335,Yes,0.0005541675094499104,-0.00333655060790242,1.02830170613407,Yes,Yes,20.850086600147506,3,1.3191078631413393,-5.305970883958238,-6.404759495635373,-3.25635894026482
